Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Season
125,Trey Lyles,26,SAC,PF,24,20,547,87,178,0.489,23,63,0.365,64,115,0.557,0.553,57,67,0.851,29,106,135,30,7,6,19,32,254,0,,2022
126,Ivica Zubac,24,LAC,C,76,76,1852,310,495,0.626,0,0,0.0,310,495,0.626,0.626,165,227,0.727,217,427,644,120,36,77,114,203,785,0,,2022
127,Gordon Hayward,31,CHO,SF,49,48,1564,283,617,0.459,86,220,0.391,197,397,0.496,0.528,126,149,0.846,38,186,224,177,47,22,81,85,778,0,,2022
128,Jeff Green,35,DEN,PF,75,63,1849,277,529,0.524,53,168,0.315,224,361,0.62,0.574,165,198,0.833,41,190,231,96,28,27,71,151,772,0,,2022
129,Coby White,21,CHI,PG,61,17,1675,279,644,0.433,136,353,0.385,143,291,0.491,0.539,78,91,0.857,17,165,182,176,29,11,70,137,772,0,,2022
130,Danilo Gallinari,33,ATL,PF,66,18,1672,259,597,0.434,112,294,0.381,147,303,0.485,0.528,141,156,0.904,35,273,308,101,28,12,38,93,771,0,,2022
131,Eric Gordon,33,HOU,SG,57,46,1669,268,564,0.475,124,301,0.412,144,263,0.548,0.585,105,135,0.778,15,98,113,154,28,18,107,63,765,0,,2022
132,Mo Bamba,23,ORL,C,71,69,1824,296,617,0.48,107,281,0.381,189,336,0.563,0.566,57,73,0.781,148,424,572,85,38,118,77,182,756,0,,2022
133,Chris Boucher,29,TOR,SF,80,9,1690,268,577,0.464,68,229,0.297,200,348,0.575,0.523,150,193,0.777,179,315,494,25,49,75,42,174,754,0,,2022
134,Paul George,31,LAC,PF,31,31,1077,268,636,0.421,91,257,0.354,177,379,0.467,0.493,127,148,0.858,12,201,213,176,67,13,126,74,754,0,,2022
135,Justin Holiday,32,2TM,SF,74,65,2057,261,662,0.394,177,482,0.367,84,180,0.467,0.528,50,62,0.806,29,161,190,128,57,33,70,154,749,0,,2022
135,Justin Holiday,32,IND,SF,49,40,1416,190,458,0.415,127,336,0.378,63,122,0.516,0.553,34,41,0.829,18,117,135,90,36,18,49,105,541,0,,2022
135,Justin Holiday,32,SAC,SG,25,25,641,71,204,0.348,50,146,0.342,21,58,0.362,0.471,16,21,0.762,11,44,55,38,21,15,21,49,208,0,,2022
136,Darius Bazley,21,OKC,PF,69,53,1924,274,649,0.422,80,269,0.297,194,380,0.511,0.484,117,170,0.688,71,365,436,97,58,70,90,68,745,0,,2022
137,Herbert Jones,23,NOP,PF,78,69,2335,274,576,0.476,57,169,0.337,217,407,0.533,0.525,137,163,0.84,98,198,296,167,130,60,100,238,742,0,ROY-6,2022
138,Grayson Allen,26,MIL,SG,66,61,1805,255,569,0.448,159,389,0.409,96,180,0.533,0.588,64,74,0.865,32,190,222,100,46,18,43,96,733,0,,2022
139,Max Strus,25,MIA,SF,68,16,1587,249,564,0.441,181,442,0.41,68,122,0.557,0.602,42,53,0.792,24,178,202,92,28,16,57,116,721,0,,2022
140,Chris Duarte,24,IND,SG,55,39,1541,268,621,0.432,94,255,0.369,174,366,0.475,0.507,90,112,0.804,41,185,226,114,56,10,90,95,720,0,,2022
141,Dwight Powell,30,DAL,C,82,71,1798,269,401,0.671,13,37,0.351,256,364,0.703,0.687,166,212,0.783,173,231,404,97,37,39,64,220,717,0,,2022
142,De'Andre Hunter,24,ATL,SF,53,52,1577,254,575,0.442,74,195,0.379,180,380,0.474,0.506,127,166,0.765,26,150,176,68,36,21,69,155,709,0,,2022
143,Cedi Osman,26,CLE,SF,66,3,1462,247,572,0.432,128,359,0.357,119,213,0.559,0.544,87,131,0.664,25,121,146,135,52,10,67,127,709,0,,2022
144,Al Horford,35,BOS,C,69,69,2005,266,569,0.467,89,265,0.336,177,304,0.582,0.546,80,95,0.842,108,422,530,232,49,92,65,130,701,0,DPOY-9,2022
145,Georges Niang,28,PHI,PF,76,7,1736,246,563,0.437,156,387,0.403,90,176,0.511,0.575,52,59,0.881,25,178,203,102,30,13,59,190,700,0,,2022
146,Bones Hyland,21,DEN,SG,69,4,1310,230,571,0.403,131,358,0.366,99,213,0.465,0.518,107,125,0.856,14,174,188,191,41,20,86,153,698,0,,2022
147,KJ Martin,21,HOU,SF,79,2,1656,279,523,0.533,60,168,0.357,219,355,0.617,0.591,78,123,0.634,80,217,297,101,34,40,60,113,696,0,,2022
148,Damian Lillard,31,POR,PG,29,29,1056,222,552,0.402,92,284,0.324,130,268,0.485,0.486,159,181,0.878,13,107,120,212,17,11,83,37,695,0,,2022
149,Alperen Şengün,19,HOU,C,72,13,1489,249,525,0.474,29,117,0.248,220,408,0.539,0.502,165,232,0.711,138,255,393,185,59,68,145,214,692,0,,2022
150,Nickeil Alexander-Walker,23,2TM,SG,65,21,1466,253,680,0.372,105,338,0.311,148,342,0.433,0.449,81,109,0.743,37,150,187,156,46,23,93,103,692,0,,2022
150,Nickeil Alexander-Walker,23,NOP,SG,50,19,1317,237,632,0.375,95,305,0.311,142,327,0.434,0.45,70,97,0.722,36,128,164,139,41,19,85,88,639,0,,2022
150,Nickeil Alexander-Walker,23,UTA,SG,15,2,149,16,48,0.333,10,33,0.303,6,15,0.4,0.438,11,12,0.917,1,22,23,17,5,4,8,15,53,0,,2022
151,Malcolm Brogdon,29,IND,PG,36,36,1206,243,543,0.448,58,186,0.312,185,357,0.518,0.501,143,167,0.856,33,152,185,212,30,14,77,71,687,1,,2022
